"","x"
"3329","배아 이식[초음파유도료 포함]-배아 선별 후 추가배양 실시"
"3330","둔위분만(초산)-장애인등록증을교부받은장애인"
"3331","둔위분만(경산)-장애인등록증을교부받은장애인"
"3332","두개강내신경자극기설치,교환및제거술[운동장애,뇌전증,통증치료,난치성강박장애등]-전기자극기분석및프로그램재설정-일반"
"3333","두개강내신경자극기설치,교환및제거술[운동장애,뇌전증,통증치료,난치성강박장애등]-전기자극기분석및프로그램재설정-정밀"
"3334","신경이식술-자가신경 이용 [채취료 포함]-4cm 미만"
"3335","신경이식술-자가신경 이용 [채취료 포함]-4cm 이상"
"3336","신경이식술-동종신경 이용"
"3337","뇌전증수술-측두엽절제술[경련부촛점제거술]"
"3338","뇌전증수술-측두엽절제술[경련부촛점제거술](뇌량체절단,뇌엽절제,다발성대뇌피질연막하절단술과동시실시)"
"3339","척수강내 약물주입펌프이식술-단순천자에 의한 시험적 약물주입술"
"3340","척수강내 약물주입펌프이식술-카테터 설치술에 의한 시험적 약물주입술"
"3341","척수강내 약물주입펌프이식술"
"3342","척수강내 약물주입펌프이식술-펌프 약제 리필"
"3343","척수강내 약물주입펌프이식술-펌프 프로그램 재설정"
"3344","척수강내 약물주입펌프이식술-카테터 교환술"
"3345","척수강내 약물주입펌프이식술-펌프 교환술"
"3346","척수강내 약물주입펌프이식술-카테터 및 펌프 제거술"
"3347","공막이식술-공막편이식"
"3348","공막이식술-광범위 공막이식"
"3349","광역학요법을이용한망막하막제거술"
"3350","광역학요법을이용한망막하막제거술-동시에양안을시술한경우"
"3351","각막봉합술"
"3352","각막봉합술-조직접착제 이용"
"3353","척수경막내종양및병소절제술[경추]-3구간미만"
"3354","척수경막내종양및병소절제술[경추]-3구간이상"
"3355","척수경막내종양및병소절제술[흉추]-3구간미만"
"3356","척수경막내종양및병소절제술[흉추]-3구간이상"
"3357","척수경막내종양및병소절제술[요추]-3구간미만"
"3358","척수경막내종양및병소절제술[요추]-3구간이상"
"3359","척수신경자극기설치, 교환 및 제거술(관혈적)-신경근절개를하는경우"
"3360","척수신경자극기설치, 교환 및 제거술(관혈적)-신경근절개를하지않는경우"
"3361","천수신경조절술(시험적거치술)"
"3362","천수신경조절술(영구자극기삽입술)"
"3363","아말감충전[1치당]-1면"
"3364","아말감충전[1치당]-2면"
"3365","아말감충전[1치당]-3면"
"3366","아말감충전[1치당]-4면이상"
"3367","복합레진충전(글래스아이노머시멘트(II)충전포함)-1면"
"3368","복합레진충전(글래스아이노머시멘트(II)충전포함)-2면"
"3369","복합레진충전(글래스아이노머시멘트(II)충전포함)-3면"
"3370","복합레진충전(글래스아이노머시멘트(II)충전포함)-4면이상"
"3371","와동형성[1치당]-1면"
"3372","와동형성[1치당]-2면"
"3373","와동형성[1치당]-3면"
"3374","와동형성[1치당]-4면이상"
"3375","충전 [1치당]-광중합형 복합레진 충전-1면"
"3376","충전 [1치당]-광중합형 복합레진 충전-2면"
"3377","충전 [1치당]-광중합형 복합레진 충전-3면 이상"
"3378","치석제거[1/3악당]"
"3379","치석제거[전악]"
"3380","잠간고정술[1악당]-3치이하"
"3381","잠간고정술[1악당]-4치이상"
"3382","행동조절[아산화질소흡입]-15분까지"
"3383","행동조절[아산화질소흡입]-15분초과1시간까지매15분당"
"3384","행동조절[아산화질소흡입]-1시간초과시매30분당"
"3385","구강내열상봉합술(치은,구강전정,협부,2.5cm이하)"
"3386","구강내열상봉합술(치은,구강전정,협부,2.5cm초과)"
"3387","구강내열상봉합술(혀,구강저,구개부,2.5cm이하)"
"3388","구강내열상봉합술(혀,구강저,구개부,2.5cm초과)"
"3389","치근낭적출술(1/2치관크기이상)"
"3390","치근낭적출술(1치관크기이상)"
"3391","치근낭적출술(2치관크기이상)"
"3392","치근낭적출술(3치관크기이상)"
"3393","치조골골절비관혈적정복술(2치이하)"
"3394","치조골골절비관혈적정복술(3치이상)"
"3395","치조골골절관혈적정복술(2치이하)"
"3396","치조골골절관혈적정복술(3치이상)"
"3397","레진상 완전틀니[1악당]-진단및치료계획(1단계)-치과의원"
"3398","레진상 완전틀니[1악당]-진단및치료계획(1단계)-치과병원"
"3399","레진상 완전틀니[1악당]-진단및치료계획(1단계)-병원·요양병원내 치과"
"3400","레진상 완전틀니[1악당]-진단및치료계획(1단계)-한방병원내 치과"
"3401","레진상 완전틀니[1악당]-진단및치료계획(1단계)-종합병원내 치과"
"3402","레진상 완전틀니[1악당]-진단및치료계획(1단계)-부속치과병원_상급종병제외"
"3403","레진상 완전틀니[1악당]-진단및치료계획(1단계)-상급종합병원내 치과"
"3404","레진상 완전틀니[1악당]-진단및치료계획(1단계)-부속치과병원_상급종병"
"3405","레진상 완전틀니[1악당]-진단및치료계획(1단계)-보건의료원"
"3406","레진상 완전틀니[1악당]-인상채득(2단계)-치과의원"
"3407","레진상 완전틀니[1악당]-인상채득(2단계)-치과병원"
"3408","레진상 완전틀니[1악당]-인상채득(2단계)-병원·요양병원내 치과"
"3409","레진상 완전틀니[1악당]-인상채득(2단계)-한방병원내 치과"
"3410","레진상 완전틀니[1악당]-인상채득(2단계)-종합병원내 치과"
"3411","레진상 완전틀니[1악당]-인상채득(2단계)-부속치과병원_상급종병 제외"
"3412","레진상 완전틀니[1악당]-인상채득(2단계)-상급종합병원내 치과"
"3413","레진상 완전틀니[1악당]-인상채득(2단계)-부속치과병원_상급종병"
"3414","레진상 완전틀니[1악당]-인상채득(2단계)-보건의료원"
"3415","레진상 완전틀니[1악당]-악간관계채득(3단계)-치과의원"
"3416","레진상 완전틀니[1악당]-악간관계채득(3단계)-치과병원"
"3417","레진상 완전틀니[1악당]-악간관계채득(3단계)-병원·요양병원내 치과"
"3418","레진상 완전틀니[1악당]-악간관계채득(3단계)-한방병원내 치과"
"3419","레진상 완전틀니[1악당]-악간관계채득(3단계)-종합병원내 치과"
"3420","레진상 완전틀니[1악당]-악간관계채득(3단계)-부속치과병원_상급종병 제외"
"3421","레진상 완전틀니[1악당]-악간관계채득(3단계)-상급종합병원내 치과"
"3422","레진상 완전틀니[1악당]-악간관계채득(3단계)-부속치과병원_상급종병"
"3423","레진상 완전틀니[1악당]-악간관계채득(3단계)-보건의료원"
"3424","레진상 완전틀니[1악당]-납의치시적(4단계)-치과의원"
"3425","레진상 완전틀니[1악당]-납의치시적(4단계)-치과병원"
"3426","레진상 완전틀니[1악당]-납의치시적(4단계)-병원·요양병원내 치과"
"3427","레진상 완전틀니[1악당]-납의치시적(4단계)-한방병원내 치과"
"3428","레진상 완전틀니[1악당]-납의치시적(4단계)-종합병원내 치과"
"3429","레진상 완전틀니[1악당]-납의치시적(4단계)-부속치과병원_상급종병 제외"
"3430","레진상 완전틀니[1악당]-납의치시적(4단계)-상급종합병원내 치과"
"3431","레진상 완전틀니[1악당]-납의치시적(4단계)-부속치과병원_상급종병"
"3432","레진상 완전틀니[1악당]-납의치시적(4단계)-보건의료원"
"3433","레진상 완전틀니[1악당]-의치장착및조정(5단계)-치과의원"
"3434","레진상 완전틀니[1악당]-의치장착및조정(5단계)-치과병원"
"3435","레진상 완전틀니[1악당]-의치장착및조정(5단계)-병원·요양병원내 치과"
"3436","레진상 완전틀니[1악당]-의치장착및조정(5단계)-한방병원내 치과"
"3437","레진상 완전틀니[1악당]-의치장착및조정(5단계)-종합병원내 치과"
"3438","레진상 완전틀니[1악당]-의치장착및조정(5단계)-부속치과병원_상급종병제외"
"3439","레진상 완전틀니[1악당]-의치장착및조정(5단계)-상급종합병원내 치과"
"3440","레진상 완전틀니[1악당]-의치장착및조정(5단계)-부속치과병원_상급종병"
"3441","레진상 완전틀니[1악당]-의치장착및조정(5단계)-보건의료원"
"3442","임시 완전틀니[1악당]-치과의원"
"3443","임시 완전틀니[1악당]-치과병원"
"3444","임시 완전틀니[1악당]-병원·요양병원내 치과"
"3445","임시 완전틀니[1악당]-한방병원내 치과"
"3446","임시 완전틀니[1악당]-종합병원내 치과"
"3447","임시 완전틀니[1악당]-부속치과병원_상급종병 제외"
"3448","임시 완전틀니[1악당]-상급종합병원내 치과"
"3449","임시 완전틀니[1악당]-부속치과병원_상급종병"
"3450","임시 완전틀니[1악당]-보건의료원"
"3451","부분틀니[1악당]-진단및치료계획(1단계)-치과의원"
"3452","부분틀니[1악당]-진단및치료계획(1단계)-치과병원"
"3453","부분틀니[1악당]-진단및치료계획(1단계)-병원·요양병원내치과"
"3454","부분틀니[1악당]-진단및치료계획(1단계)-한방병원내치과"
"3455","부분틀니[1악당]-진단및치료계획(1단계)-종합병원내치과"
"3456","부분틀니[1악당]-진단및치료계획(1단계)-부속치과병원_상급종병제외"
"3457","부분틀니[1악당]-진단및치료계획(1단계)-상급종합병원내치과"
"3458","부분틀니[1악당]-진단및치료계획(1단계)-부속치과병원_상급종병"
"3459","부분틀니[1악당]-진단및치료계획(1단계)-보건의료원"
"3460","부분틀니[1악당]-인상채득(2단계)-치과의원"
"3461","부분틀니[1악당]-인상채득(2단계)-치과병원"
"3462","부분틀니[1악당]-인상채득(2단계)-병원·요양병원내치과"
"3463","부분틀니[1악당]-인상채득(2단계)-한방병원내치과"
"3464","부분틀니[1악당]-인상채득(2단계)-종합병원내치과"
"3465","부분틀니[1악당]-인상채득(2단계)-부속치과병원_상급종병제외"
"3466","부분틀니[1악당]-인상채득(2단계)-상급종합병원내치과"
"3467","부분틀니[1악당]-인상채득(2단계)-부속치과병원_상급종병"
"3468","부분틀니[1악당]-인상채득(2단계)-보건의료원"
"3469","부분틀니[1악당]-금속구조물시적(3단계)-치과의원"
"3470","부분틀니[1악당]-금속구조물시적(3단계)-치과병원"
"3471","부분틀니[1악당]-금속구조물시적(3단계)-병원·요양병원내치과"
"3472","부분틀니[1악당]-금속구조물시적(3단계)-한방병원내치과"
"3473","부분틀니[1악당]-금속구조물시적(3단계)-종합병원내치과"
"3474","부분틀니[1악당]-금속구조물시적(3단계)-부속치과병원_상급종병제외"
"3475","부분틀니[1악당]-금속구조물시적(3단계)-상급종합병원내치과"
"3476","부분틀니[1악당]-금속구조물시적(3단계)-부속치과병원_상급종병"
"3477","부분틀니[1악당]-금속구조물시적(3단계)-보건의료원"
"3478","부분틀니[1악당]-악간관계채득(4단계)-치과의원"
"3479","부분틀니[1악당]-악간관계채득(4단계)-치과병원"
"3480","부분틀니[1악당]-악간관계채득(4단계)-병원·요양병원내치과"
"3481","부분틀니[1악당]-악간관계채득(4단계)-한방병원내치과"
"3482","부분틀니[1악당]-악간관계채득(4단계)-종합병원내치과"
"3483","부분틀니[1악당]-악간관계채득(4단계)-부속치과병원_상급종병제외"
"3484","부분틀니[1악당]-악간관계채득(4단계)-상급종합병원내치과"
"3485","부분틀니[1악당]-악간관계채득(4단계)-부속치과병원_상급종병"
"3486","부분틀니[1악당]-악간관계채득(4단계)-보건의료원"
"3487","부분틀니[1악당]-납의치시적(5단계)-치과의원"
"3488","부분틀니[1악당]-납의치시적(5단계)-치과병원"
"3489","부분틀니[1악당]-납의치시적(5단계)-병원·요양병원내치과"
"3490","부분틀니[1악당]-납의치시적(5단계)-한방병원내치과"
"3491","부분틀니[1악당]-납의치시적(5단계)-종합병원내치과"
"3492","부분틀니[1악당]-납의치시적(5단계)-부속치과병원_상급종병제외"
"3493","부분틀니[1악당]-납의치시적(5단계)-상급종합병원내치과"
"3494","부분틀니[1악당]-납의치시적(5단계)-부속치과병원_상급종병"
"3495","부분틀니[1악당]-납의치시적(5단계)-보건의료원"
"3496","부분틀니[1악당]-의치장착및조정(6단계)-치과의원"
"3497","부분틀니[1악당]-의치장착및조정(6단계)-치과병원"
"3498","부분틀니[1악당]-의치장착및조정(6단계)-병원·요양병원내치과"
"3499","부분틀니[1악당]-의치장착및조정(6단계)-한방병원내치과"
"3500","부분틀니[1악당]-의치장착및조정(6단계)-종합병원내치과"
"3501","부분틀니[1악당]-의치장착및조정(6단계)-부속치과병원_상급종병제외"
"3502","부분틀니[1악당]-의치장착및조정(6단계)-상급종합병원내치과"
"3503","부분틀니[1악당]-의치장착및조정(6단계)-부속치과병원_상급종병"
"3504","부분틀니[1악당]-의치장착및조정(6단계)-보건의료원"
"3505","임시레진상부분틀니[3치기준]-치과의원"
"3506","임시레진상부분틀니[3치기준]-치과병원"
"3507","임시레진상부분틀니[3치기준]-병원·요양병원내치과"
"3508","임시레진상부분틀니[3치기준]-한방병원내치과"
"3509","임시레진상부분틀니[3치기준]-종합병원내치과"
"3510","임시레진상부분틀니[3치기준]-부속치과병원_상급종병제외"
"3511","임시레진상부분틀니[3치기준]-상급종합병원내치과"
"3512","임시레진상부분틀니[3치기준]-부속치과병원_상급종병"
"3513","임시레진상부분틀니[3치기준]-보건의료원"
"3514","임시레진상부분틀니[추가1치당]-치과의원"
"3515","임시레진상부분틀니[추가1치당]-치과병원"
"3516","임시레진상부분틀니[추가1치당]-병원·요양병원내치과"
"3517","임시레진상부분틀니[추가1치당]-한방병원내치과"
"3518","임시레진상부분틀니[추가1치당]-종합병원내치과"
"3519","임시레진상부분틀니[추가1치당]-부속치과병원_상급종병제외"
"3520","임시레진상부분틀니[추가1치당]-상급종합병원내치과"
"3521","임시레진상부분틀니[추가1치당]-부속치과병원_상급종병"
"3522","임시레진상부분틀니[추가1치당]-보건의료원"
"3523","금속상 완전틀니[1악당]-진단및치료계획(1단계)-치과의원"
"3524","금속상 완전틀니[1악당]-진단및치료계획(1단계)-치과병원"
"3525","금속상 완전틀니[1악당]-진단및치료계획(1단계)-병원·요양병원내 치과"
"3526","금속상 완전틀니[1악당]-진단및치료계획(1단계)-한방병원내 치과"
"3527","금속상 완전틀니[1악당]-진단및치료계획(1단계)-종합병원내 치과"
"3528","금속상 완전틀니[1악당]-진단및치료계획(1단계)-부속치과병원_상급종병제외"
"3529","금속상 완전틀니[1악당]-진단및치료계획(1단계)-상급종합병원내 치과"
"3530","금속상 완전틀니[1악당]-진단및치료계획(1단계)-부속치과병원_상급종병"
"3531","금속상 완전틀니[1악당]-진단및치료계획(1단계)-보건의료원"
"3532","금속상 완전틀니[1악당]-인상채득(2단계)-치과의원"
"3533","금속상 완전틀니[1악당]-인상채득(2단계)-치과병원"
"3534","금속상 완전틀니[1악당]-인상채득(2단계)-병원·요양병원내 치과"
"3535","금속상 완전틀니[1악당]-인상채득(2단계)-한방병원내 치과"
"3536","금속상 완전틀니[1악당]-인상채득(2단계)-종합병원내 치과"
"3537","금속상 완전틀니[1악당]-인상채득(2단계)-부속치과병원_상급종병 제외"
"3538","금속상 완전틀니[1악당]-인상채득(2단계)-상급종합병원내 치과"
"3539","금속상 완전틀니[1악당]-인상채득(2단계)-부속치과병원_상급종병"
"3540","금속상 완전틀니[1악당]-인상채득(2단계)-보건의료원"
"3541","금속상 완전틀니[1악당]-악간관계채득(3단계)-치과의원"
"3542","금속상 완전틀니[1악당]-악간관계채득(3단계)-치과병원"
"3543","금속상 완전틀니[1악당]-악간관계채득(3단계)-병원·요양병원내 치과"
"3544","금속상 완전틀니[1악당]-악간관계채득(3단계)-한방병원내 치과"
"3545","금속상 완전틀니[1악당]-악간관계채득(3단계)-종합병원내 치과"
"3546","금속상 완전틀니[1악당]-악간관계채득(3단계)-부속치과병원_상급종병 제외"
"3547","금속상 완전틀니[1악당]-악간관계채득(3단계)-상급종합병원내 치과"
"3548","금속상 완전틀니[1악당]-악간관계채득(3단계)-부속치과병원_상급종병"
"3549","금속상 완전틀니[1악당]-악간관계채득(3단계)-보건의료원"
"3550","금속상 완전틀니[1악당]-납의치시적(4단계)-치과의원"
"3551","금속상 완전틀니[1악당]-납의치시적(4단계)-치과병원"
"3552","금속상 완전틀니[1악당]-납의치시적(4단계)-병원·요양병원내 치과"
"3553","금속상 완전틀니[1악당]-납의치시적(4단계)-한방병원내 치과"
"3554","금속상 완전틀니[1악당]-납의치시적(4단계)-종합병원내 치과"
"3555","금속상 완전틀니[1악당]-납의치시적(4단계)-부속치과병원_상급종병 제외"
"3556","금속상 완전틀니[1악당]-납의치시적(4단계)-상급종합병원내 치과"
"3557","금속상 완전틀니[1악당]-납의치시적(4단계)-부속치과병원_상급종병"
"3558","금속상 완전틀니[1악당]-납의치시적(4단계)-보건의료원"
"3559","금속상 완전틀니[1악당]-의치장착및조정(5단계)-치과의원"
"3560","금속상 완전틀니[1악당]-의치장착및조정(5단계)-치과병원"
"3561","금속상 완전틀니[1악당]-의치장착및조정(5단계)-병원·요양병원내 치과"
"3562","금속상 완전틀니[1악당]-의치장착및조정(5단계)-한방병원내 치과"
"3563","금속상 완전틀니[1악당]-의치장착및조정(5단계)-종합병원내 치과"
"3564","금속상 완전틀니[1악당]-의치장착및조정(5단계)-부속치과병원_상급종병제외"
"3565","금속상 완전틀니[1악당]-의치장착및조정(5단계)-상급종합병원내 치과"
"3566","금속상 완전틀니[1악당]-의치장착및조정(5단계)-부속치과병원_상급종병"
"3567","금속상 완전틀니[1악당]-의치장착및조정(5단계)-보건의료원"
"3568","치과임플란트[1치당]-진단및치료계획(1단계)-치과의원"
"3569","치과임플란트[1치당]-진단및치료계획(1단계)-치과병원"
"3570","치과임플란트[1치당]-진단및치료계획(1단계)-병원·요양병원내치과"
"3571","치과임플란트[1치당]-진단및치료계획(1단계)-한방병원내치과"
"3572","치과임플란트[1치당]-진단및치료계획(1단계)-종합병원내치과"
"3573","치과임플란트[1치당]-진단및치료계획(1단계)-부속치과병원_상급종병제외"
"3574","치과임플란트[1치당]-진단및치료계획(1단계)-상급종합병원내치과"
"3575","치과임플란트[1치당]-진단및치료계획(1단계)-부속치과병원_상급종병"
"3576","치과임플란트[1치당]-진단및치료계획(1단계)-보건의료원"
"3577","치과임플란트[1치당]-고정체(본체)식립술(2단계)-치과의원"
"3578","치과임플란트[1치당]-고정체(본체)식립술(2단계)-치과병원"
"3579","치과임플란트[1치당]-고정체(본체)식립술(2단계)-병원·요양병원내치과"
"3580","치과임플란트[1치당]-고정체(본체)식립술(2단계)-한방병원내치과"
"3581","치과임플란트[1치당]-고정체(본체)식립술(2단계)-종합병원내치과"
"3582","치과임플란트[1치당]-고정체(본체)식립술(2단계)-부속치과병원_상급종병제외"
"3583","치과임플란트[1치당]-고정체(본체)식립술(2단계)-상급종합병원내치과"
"3584","치과임플란트[1치당]-고정체(본체)식립술(2단계)-부속치과병원_상급종병"
"3585","치과임플란트[1치당]-고정체(본체)식립술(2단계)-보건의료원"
"3586","치과임플란트[1치당]-보철수복(3단계)-치과의원"
"3587","치과임플란트[1치당]-보철수복(3단계)-치과병원"
"3588","치과임플란트[1치당]-보철수복(3단계)-병원·요양병원내치과"
"3589","치과임플란트[1치당]-보철수복(3단계)-한방병원내치과"
"3590","치과임플란트[1치당]-보철수복(3단계)-종합병원내치과"
"3591","치과임플란트[1치당]-보철수복(3단계)-부속치과병원_상급종병제외"
"3592","치과임플란트[1치당]-보철수복(3단계)-상급종합병원내치과"
"3593","치과임플란트[1치당]-보철수복(3단계)-부속치과병원_상급종병"
"3594","치과임플란트[1치당]-보철수복(3단계)-보건의료원"
"3595","술전유아악정형장치치료-Nasal Stent 제작-편측"
"3596","술전유아악정형장치치료-Nasal Stent 제작-양측"
"3597","상악 전치부 배열을 위한 고정식 교정치료-상악 전치부 배열을 위한 고정식 교정치료-교정장치 부착"
"3598","상악 전치부 배열을 위한 고정식 교정치료-상악 전치부 배열을 위한 고정식 교정치료-치아배열"
"3599","상악 전치부 배열을 위한 고정식 교정치료-상악 전치부 배열을 위한 고정식 교정치료-마무리조절"
"3600","악정형 교정치료-악정형 치료"
"3601","악정형 교정치료-악정형 치료-구외장치 교체 시 재료대의 비용 1회당"
"3602","고정식 교정장치를 이용한 교정치료-고정식 교정장치를 이용한 교정치료-발치 공간 등 폐쇄 및 재평가를 한 경우"
"3603","고정식 교정장치를 이용한 교정치료-고정식 교정장치를 이용한 교정치료-교정장치 부착"
"3604","고정식 교정장치를 이용한 교정치료-고정식 교정장치를 이용한 교정치료-치아배열"
"3605","고정식 교정장치를 이용한 교정치료-고정식 교정장치를 이용한 교정치료-마무리 조절"
"3606","아말감충전[1치당]-1면-장애인가산(뇌병변·지적·정신·자폐)"
"3607","아말감충전[1치당]-2면-장애인가산(뇌병변·지적·정신·자폐)"
"3608","아말감충전[1치당]-3면-장애인가산(뇌병변·지적·정신·자폐)"
"3609","아말감충전[1치당]-4면이상-장애인가산(뇌병변·지적·정신·자폐)"
"3610","복합레진충전(글래스아이노머시멘트(II)충전포함)-1면-장애인가산"
"3611","복합레진충전(글래스아이노머시멘트(II)충전포함)-2면-장애인가산"
"3612","복합레진충전(글래스아이노머시멘트(II)충전포함)-3면-장애인가산"
"3613","복합레진충전(글래스아이노머시멘트(II)충전포함)-4면이상-장애인가산"
"3614","와동형성[1치당]-1면-장애인가산(뇌병변·지적·정신·자폐)"
"3615","와동형성[1치당]-2면-장애인가산(뇌병변·지적·정신·자폐)"
"3616","와동형성[1치당]-3면-장애인가산(뇌병변·지적·정신·자폐)"
"3617","와동형성[1치당]-4면이상-장애인가산(뇌병변·지적·정신·자폐)"
"3618","치석제거[1/3악당]-장애인가산(뇌병변·지적·정신·자폐)"
"3619","치석제거[전악]-장애인가산(뇌병변·지적·정신·자폐)"
"3620","충전 [1치당]-광중합형 복합레진 충전-1면-장애인가산(뇌병변·지적·정신·자폐)"
"3621","충전 [1치당]-광중합형 복합레진 충전-2면-장애인가산(뇌병변·지적·정신·자폐)"
"3622","충전 [1치당]-광중합형 복합레진 충전-3면 이상-장애인가산(뇌병변·지적·정신·자폐)"
"3623","전혈 320ml"
"3624","전혈 400ml"
"3625","자가수혈-채혈료[1일당](전혈,최초채혈한경우)"
"3626","자가수혈-채혈료[1일당](전혈,최초채혈의다음채혈부터)"
"3627","자가수혈-채혈료[1일당](전혈,최초채혈한경우)-수혈을하지아니한경우"
"3628","자가수혈-채혈료[1일당](전혈,최초채혈의다음채혈부터)-수혈을하지아니한경우"
"3629","(상급종합병원·종합병원)혈액제제에대한체외조사[단위당]"
"3630","혈액제제에대한체외조사[단위당]"
"3631","주조금관"
"3632","3/4금관"
"3633","도재전장주조관(귀금속)"
"3634","도재전장주조관(비귀금속)"
"3635","국소의치(백금가금주조)(1악)"
"3636","포스트(캐스트코아)"
"3637","포스트(기성품)"
"3638","악안면보철(귀금속:유치악)"
"3639","악안면보철(코발트크롬:유치악)"
"3640","악안면보철(코발트크롬:무치악)"
"3641","임시레진관"
"3642","이동형 산소치료기-산소절약기 부착"
"3643","이동형 산소치료기-산소절약기 미부착"
"3644","의료용 흡입기"
"3645","의료용 흡인기"
"3646","자가도뇨기구"
"3647","팔걸이"
"3648","쇄골 밴드"
"3649","8자형 밴드"
"3650","석고 신발"
"3651","사후처치료"
"3652","아주짧은 아래팔 근전전동의수"
"3653","짧은 아래팔 근전전동의수"
"3654","표준 아래팔 근전전동의수"
"3655","손목관절 근전전동의수"
"3656","넓적다리 의지(공압식 또는 유압식) 일반형 소켓(고기능형 인공발)"
"3657","넓적다리 의지(공압식 또는 유압식) 실리콘형 소켓(고기능형 인공발)"
"3658","넓적다리 의지(인공지능식) 일반형 소켓(고기능형 인공발)"
"3659","넓적다리 의지(인공지능식) 실리콘형 소켓(고기능형 인공발)"
"3660","긴 팔 보조기-각도조절형"
"3661","어깨 보조기(shoulder Sling)"
"3662","운동형 짧은팔 보조기"
"3663","목뼈보조기-4지주 목뼈보조기"
"3664","등·허리·엉치뼈 보조기-등·허리·엉치뼈 재킷(TLSO식 Jacket)"
"3665","등·허리뼈 보조기-나이트식 허리뼈보조기"
"3666","무릎관절 보조기-관절운동 제한장치 부착"
"3667","무릎관절 보조기-무릎안쪽 및 바깥쪽 곁인대 손상 및 앞 십자인대 손상용"
"3668","플라스틱무릎관절보조기(수가공품)"
"3669","짧은 다리 플라스틱형 보조기-고정형(90도 고정형)"
"3670","짧은 다리 플라스틱형 보조기-크렌자크식"
"3671","전동휠체어"
"3672","지팡이"
"3673","저시력보조안경"
"3674","콘택트렌즈"
"3675","망원경"
"3676","돋보기"
"3677","설치형 전동리프트 - 가. 차량용"
"3678","설치형 전동리프트 - 나. 벽체용"
"3679","흰지팡이"
"3680","체외용 인공후두"
"3681","욕창예방 매트리스(교대부양형)"
"3682","이동식전동리프트(본체)"
"3683","이동식전동리프트(베이스)"
"3684","위팔 의지 소켓 교환"
"3685","위팔 의지 관절장식 교환"
"3686","위팔 의지 관절장식 교환(기능형)"
"3687","아래팔 의지 소켓 교환"
"3688","훅크 교환"
"3689","의수 교환(기능형)"
"3690","케이블 교환"
"3691","어깨밴드 교환"
"3692","실리콘 의수 교환(미관형)"
"3693","팔꿈치관절 의지 장식 교환(기능형)"
"3694","아주 짧은 아래팔 의지 장식 교환"
"3695","근전전동의수 소켓 교환"
"3696","근전전동의수 배터리 교환 : 2개 1세트"
"3697","넓적다리 의지 소켓 교환"
"3698","넓적다리 의지 무릎관절장식 교환"
"3699","넓적다리 의지 무릎관절장식 교환(인공지능식)"
"3700","무릎관절 의지 무릎관절장식 교환"
"3701","발목장식 교환(일반형)"
"3702","족부외피 교환"
"3703","넓적다리 의지 폼카바 교환"
"3704","흡인 밸브 교환"
"3705","넓적다리 의지 스타키넷트 교환"
"3706","종아리 의지 폼카바 교환"
"3707","종아리 의지 소켓교환"
"3708","넓적다리 의지 스타키넷트카바 교환"
"3709","짧은 종아리 의지 장식 교환"
"3710","짧은 종아리 의지 콜셋밴드 교환"
"3711","종아리 의지 콜셋밴드 교환"
"3712","종아리 의지 실리콘 내피 교환"
"3713","다리 의지 파이프어답터 교환"
"3714","회전테이블 교환"
"3715","넓적다리 의지 소켓 교환(실리콘형)"
"3716","종아리 의지 소켓 교환(실리콘형)"
"3717","엉덩이관절 의지 장식 교환"
"3718","엉덩이관절 의지 소켓 교환"
"3719","넓적다리 의지 실리콘 내피 교환"
"3720","싸임식 발목관절 의지 실리콘 내피 교환"
"3721","무릎관절용 소켓연결 어답터 교환"
"3722","긴 다리 보조기 장식 교환"
"3723","듀랄루민 커프 교환"
"3724","발목장식 교환"
"3725","커프용 가죽밴드 교환"
"3726","무릎띠 교환"
"3727","크렌자크식 발목관절 보조기 장식교환"
"3728","다리보조기용 속신 교환"
"3729","다리보조기용 정형용 구두 교환"
"3730","시트 교환"
"3731","등받이 교환"
"3732","뒷바퀴 교환"
"3733","뒷바퀴 타이어(튜브 포함)"
"3734","뒷바퀴 타이어(튜브 포함-활동형)"
"3735","뒷바튀 타이어 교환"
"3736","뒷바튀 튜브 교환"
"3737","뒷바튀 타이어 교환(활동형)"
"3738","뒷바튀 튜브 교환(활동형)"
"3739","앞바퀴 교환"
"3740","앞바퀴 교환(전동)"
"3741","팔받침 교환"
"3742","발판 교환"
"3743","핸드림 교환"
"3744","브레이크 교환"
"3745","브레이크 교환(활동형)"
"3746","12\ 뒷바퀴 전체 교환(전동)"""
"3747","12\ 뒷바퀴 타이어(튜브 포함-전동)"""
"3748","12\ 뒷바퀴 타이어 교환(전동)"""
"3749","12\ 뒷바퀴 튜브 교환(전동)"""
"3750","14\ 뒷바퀴 타이어 교환(전동)"""
"3751","14\ 뒷바퀴 튜브 교환(전동)"""
"3752","16\ 뒷바퀴 전체 교환(전동)"""
"3753","16\ 뒷바퀴 타이어(튜브 포함-전동)"""
"3754","16\ 뒷바퀴 타이어 교환(전동)"""
"3755","16\ 뒷바퀴 튜브 교환(전동)"""
"3756","시트 교환(전동)"
"3757","등받이 교환(전동)"
"3758","팔받침 교환(전동)"
"3759","발판 교환(전동)"
"3760","옆받이 교환"
"3761","옆받이 교환(활동형)"
"3762","요크 교환"
"3763","요크 교환(활동형)"
"3764","배터리 교환(전동) : 2개1세트"
"3765","10\ 앞바퀴 전체교환(전동스쿠터)"""
"3766","10\ 뒷바퀴 전체교환(전동스쿠터)"""
"3767","10\ 타이어 교환(전동스쿠터)"""
