,concept_code,concept_name,domain_id,vocabulary_id,concept_class_id,valid_start_date,valid_end_date,invalid_reason,synonyms,material,dosage,dosage_unit,concept_code_bf,ancestor_concept_code
9966,K0121011,EEG PAPER,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,EEG PAPER,-,NA,NA,NA,NA
9967,K0301999,COMPACT DISC(CD),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,COMPACT DISC(CD),-,NA,NA,NA,NA
9968,K0401002,PRO-NEO,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PRO-NEO,-,NA,NA,NA,NA
9969,K0401009,OPTICAL DISK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,OPTICAL DISK,-,NA,NA,NA,NA
9970,K0401010,LEAD WIRE ELECTRODE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,LEAD WIRE ELECTRODE,-,NA,NA,NA,NA
9971,K0401011,NEOTRODE AND NEOTRODE Ⅱ CONDUCTIVE ADHESIVE GEL W/LEADWIRE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NEOTRODE AND NEOTRODE Ⅱ CONDUCTIVE ADHESIVE GEL W/LEADWIRE,-,NA,NA,NA,NA
9972,K0401015,"Electrocardiograph electrode, neonatal",Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,신생아용심전도전극,은/ 염화은,NA,NA,NA,NA
9973,K0401016,DISPOSABLE LEAD WIRE ELECTRODES,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,DISPOSABLE LEAD WIRE ELECTRODES,은/염화은 합성,NA,NA,NA,NA
9974,K0401019,VITRODE V,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,VITRODE V,"은, 염화은 등",NA,NA,NA,NA
9975,K0401022,KITTY CAT ELECTRODE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,KITTY CAT ELECTRODE,-,NA,NA,NA,NA
9976,K0401030,BLUE SENSOR NEONATAL,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,BLUE SENSOR NEONATAL,-,NA,NA,NA,NA
9977,K0401052,"Electrocardiograph electrode, neonatal",Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,신생아용심전도전극,은/염화은,NA,NA,NA,NA
9978,K0401063,"Electrocardiograph electrode, neonatal",Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,신생아용 심전도 전극,은/염화은 등,NA,NA,NA,NA
9979,K0401152,PREWIRED NEONATAL ECG ELECTRODES,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PREWIRED NEONATAL ECG ELECTRODES,은/염화은,NA,NA,NA,NA
9980,K0501001,INVOS SOMATIC SENSOR,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,INVOS SOMATIC SENSOR,NON WOVEN MEDICAL TAPE POLYURETHANE 등,NA,NA,NA,NA
9981,K0501055,BIOSENSOR,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,BIOSENSOR,POLYETHYLENE+CRYSTAL,NA,NA,NA,NA
9982,K0501065,SOMASENSOR,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SOMASENSOR,POLYETHYLENE FORM + ACRYLIC ADHESIVE,NA,NA,NA,NA
9983,K0601052,"Electrode, electrocardiograph, internal",Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,근전계전극,STAINLESS STEEL/SILICONE COATING,NA,NA,NA,NA
9984,K0601060,242 SERIES INJ.MONOPOLAR NEEDLE ELECTRODE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,242 SERIES INJ.MONOPOLAR NEEDLE ELECTRODE,STAINLESS STEEL/TEFLON COATING,NA,NA,NA,NA
9985,K0701023,NIM EMG ENDOTRACHEAL TUBE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NIM EMG ENDOTRACHEAL TUBE,PVC 등,NA,NA,NA,NA
9986,K0701123,NIM FLEX EMG ENDOTRACHEAL TUBE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NIM FLEX EMG ENDOTRACHEAL TUBE,PVC 등,NA,NA,NA,NA
9987,K0701223,NIM TRIVANTAGE EMG ENDOTRACHEAL TUBE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NIM TRIVANTAGE EMG ENDOTRACHEAL TUBE,POLY VINYL CHLORIDE 외,NA,NA,NA,NA
9988,K0711052,INOMED LARYNGEAL ELECTRODE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,INOMED LARYNGEAL ELECTRODE,"SILVER, POLYESTER, ACRYLATE 등",NA,NA,NA,NA
9989,K0801017,PVI SENSOR,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PVI SENSOR,-,NA,NA,NA,NA
9990,K0801021,Pleth?Change?Index (PCI) sensor,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,파형변이지수측정법 센서(PCI),-,NA,NA,NA,NA
9991,K0801121,Pleth?Change?Index (PCI) sensor,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,파형변이지수측정법 센서,-,NA,NA,NA,NA
9992,K0811011,DRAEGER-RAINBOW SENSOR,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,DRAEGER-RAINBOW SENSOR,-,NA,NA,NA,NA
9993,K0811017,RAINBOW SET SENSOR,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,RAINBOW SET SENSOR,-,NA,NA,NA,NA
9994,K0811021,Non-invasive measurement of SpHb/SpMet/SpCO/Pleth?Change?Index (PCI) sensor,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,비침습적메트/일산화탄소헤모글로빈측정검사/파형변이지수 측정법 센서,-,NA,NA,NA,NA
9995,K1001002,TISSUE EXPANDER,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,TISSUE EXPANDER,SILICONE,NA,NA,NA,NA
9996,K1001003,TISSUE EXPANDER WITH INJECTION VALVE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,TISSUE EXPANDER WITH INJECTION VALVE,SILICONE,NA,NA,NA,NA
9997,K1001004,NAGOSIL TISSUE EXPANDER,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NAGOSIL TISSUE EXPANDER,SILICONE,NA,NA,NA,NA
9998,K1003001,TERUDERMIS,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,TERUDERMIS,BOVINE COLLAGEN+SILICON,NA,NA,NA,NA
9999,K1003002,TERUDERMIS,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,TERUDERMIS,BOVINE COLLAGEN+SILICON,NA,NA,NA,NA
10000,K1003003,TERUDERMIS,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,TERUDERMIS,BOVINE COLLAGEN+SILICON,NA,NA,NA,NA
10001,K1003004,TERUDERMIS,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,TERUDERMIS,BOVINE COLLAGEN+SILICON,NA,NA,NA,NA
10002,K1004001,PELNAC,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PELNAC,COLLAGEN SPONGE+SILICONE FILM,NA,NA,NA,NA
10003,K1004003,PELNAC,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PELNAC,COLLAGEN SPONGE+SILICONE FILM,NA,NA,NA,NA
10004,K1004004,PELNAC,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PELNAC,COLLAGEN SPONGE+SILICONE FILM,NA,NA,NA,NA
10005,K1004005,PELNAC,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PELNAC,COLLAGEN SPONGE+SILICONE FILM,NA,NA,NA,NA
10006,K1004006,PELNAC,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PELNAC,COLLAGEN SPONGE+SILICONE FILM,NA,NA,NA,NA
10007,K1004007,PELNAC,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PELNAC,COLLAGEN SPONGE+SILICONE FILM,NA,NA,NA,NA
10008,K1005001,TERUDERMIS PLAIN,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,TERUDERMIS PLAIN,BOVINE COLLAGEN,NA,NA,NA,NA
10009,K1006001,HYALOMATRIX PA,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,HYALOMATRIX PA,HYALURONIC ACID+SILICON,NA,NA,NA,NA
10010,K1008001,INTEGRA DERMAL REGENERATION TEMPLATE SINGLE LAYER,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,INTEGRA DERMAL REGENERATION TEMPLATE SINGLE LAYER,콜라겐,NA,NA,NA,NA
10011,K1008002,"IDRT, IMDRT",Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,"IDRT, IMDRT",콜라겐,NA,NA,NA,NA
10012,K1008003,INTEGRA DERMAL REGENERATION TEMPLATE SINGLE LAYER,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,INTEGRA DERMAL REGENERATION TEMPLATE SINGLE LAYER,콜라겐,NA,NA,NA,NA
10013,K1008004,"IDRT, IMDRT",Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,"IDRT, IMDRT",콜라겐,NA,NA,NA,NA
10014,K1008005,INTEGRA DERMAL REGENERATION TEMPLATE SINGLE LAYER,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,INTEGRA DERMAL REGENERATION TEMPLATE SINGLE LAYER,콜라겐,NA,NA,NA,NA
10015,K1008006,"IDRT, IMDRT",Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,"IDRT, IMDRT",콜라겐,NA,NA,NA,NA
10016,K1008007,INTEGRA DERMAL REGENERATION TEMPLATE SINGLE LAYER,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,INTEGRA DERMAL REGENERATION TEMPLATE SINGLE LAYER,콜라겐,NA,NA,NA,NA
10017,K1008008,"IDRT, IMDRT",Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,"IDRT, IMDRT",콜라겐,NA,NA,NA,NA
10018,K1101005,DERMATOME BLADE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,DERMATOME BLADE,STAINLESS STEEL,NA,NA,NA,NA
10019,K1101006,DERMATOME BLADE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,DERMATOME BLADE,STAINLESS STEEL,NA,NA,NA,NA
10020,K1101007,STERILE DERMATOME BLADES,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,STERILE DERMATOME BLADES,STAINLESS STEEL,NA,NA,NA,NA
10021,K1101105,ZIMMER DERMATOME Ⅱ BLADE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ZIMMER DERMATOME Ⅱ BLADE,STAINLESS STEEL,NA,NA,NA,NA
10022,K1201005,SKINGRAFT DERMACARRIER,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SKINGRAFT DERMACARRIER,POLYVINYL CHLORIDE,NA,NA,NA,NA
10023,K1201006,ROSENBERG ADJUSTABLE SKIN GRAFT MESHER CARRIER,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ROSENBERG ADJUSTABLE SKIN GRAFT MESHER CARRIER,고밀도 폴리에틸렌,NA,NA,NA,NA
10024,K1205105,MESHGRAFT DERMACARRIER,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MESHGRAFT DERMACARRIER,POLYVINYL CHLORIDE,NA,NA,NA,NA
10025,K2011001,"Navimro film (X-ray film, medical screen)",Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,맘모필름,-,NA,NA,NA,NA
10026,K2011002,"Navimro film (X-ray film, medical screen)",Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,맘모필름,-,NA,NA,NA,NA
10027,K2011003,"Navimro film (X-ray film, medical screen)",Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,맘모필름,-,NA,NA,NA,NA
10028,K2011004,"Navimro film (X-ray film, medical screen)",Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,맘모필름,-,NA,NA,NA,NA
10029,K2011005,"Navimro film (X-ray film, medical screen)",Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,맘모필름,-,NA,NA,NA,NA
10030,K2011008,"Navimro film (X-ray film, medical screen)",Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,맘모필름,POLYESTER등,NA,NA,NA,NA
10031,K2011011,MIN-R S,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MIN-R S,-,NA,NA,NA,NA
10032,K2011018,"Navimro film (X-ray film, medical screen)",Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,맘모필름,-,NA,NA,NA,NA
10033,K2012001,MAMMO FILM,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MAMMO FILM,-,NA,NA,NA,NA
10034,K2021001,Laser Film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,레이저필름,-,NA,NA,NA,NA
10035,K2021003,Laser Film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,레이저필름,-,NA,NA,NA,NA
10036,K2021004,Laser Film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,레이저필름,-,NA,NA,NA,NA
10037,K2031001,C-T film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,C-T 필름,-,NA,NA,NA,NA
10038,K2031002,C-T film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,C-T 필름,-,NA,NA,NA,NA
10039,K2031003,C-T film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,C-T 필름,-,NA,NA,NA,NA
10040,K2031004,C-T film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,C-T 필름,-,NA,NA,NA,NA
10041,K2032001,C-T film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,C-T 필름,-,NA,NA,NA,NA
10042,K2032002,C-T film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,C-T 필름,-,NA,NA,NA,NA
10043,K2032004,C-T film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,C-T 필름,-,NA,NA,NA,NA
10044,K2051001,FILM,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FILM,-,NA,NA,NA,NA
10045,K2051003,FILM,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FILM,PET,NA,NA,NA,NA
10046,K2051004,FILM,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FILM,POLYESTER + BASE,NA,NA,NA,NA
10047,K2051008,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,POLYESTER등,NA,NA,NA,NA
10048,K2053001,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,-,NA,NA,NA,NA
10049,K2053002,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,-,NA,NA,NA,NA
10050,K2053003,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,-,NA,NA,NA,NA
10051,K2053004,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,-,NA,NA,NA,NA
10052,K2053005,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,-,NA,NA,NA,NA
10053,K2053008,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,POLYESTER등,NA,NA,NA,NA
10054,K2053011,RETINA XOE FILM,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,RETINA XOE FILM,POLYESTER + EMULSION,NA,NA,NA,NA
10055,K2053012,CRYSTAL FILM,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,CRYSTAL FILM,-,NA,NA,NA,NA
10056,K2053016,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,POLYESTER GELATIN,NA,NA,NA,NA
10057,K2053018,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,-,NA,NA,NA,NA
10058,K2053020,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,POLYESTER+BASE,NA,NA,NA,NA
10059,K2054001,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,-,NA,NA,NA,NA
10060,K2054002,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,-,NA,NA,NA,NA
10061,K2054003,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,-,NA,NA,NA,NA
10062,K2054004,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,-,NA,NA,NA,NA
10063,K2054005,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,-,NA,NA,NA,NA
10064,K2054008,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,POLYESTER등,NA,NA,NA,NA
10065,K2054011,RETINA XOE FILM,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,RETINA XOE FILM,POLYESTER + EMULSION,NA,NA,NA,NA
10066,K2054012,CRYSTAL FILM,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,CRYSTAL FILM,-,NA,NA,NA,NA
10067,K2054016,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,POLYESTER GELATIN,NA,NA,NA,NA
10068,K2054020,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,POLYESTER+BASE,NA,NA,NA,NA
10069,K2055001,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,-,NA,NA,NA,NA
10070,K2055002,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,-,NA,NA,NA,NA
10071,K2055003,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,-,NA,NA,NA,NA
10072,K2055004,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,-,NA,NA,NA,NA
10073,K2055005,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,-,NA,NA,NA,NA
10074,K2055008,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,POLYESTER등,NA,NA,NA,NA
10075,K2055011,RETINA XOE FILM,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,RETINA XOE FILM,POLYESTER + EMULSION,NA,NA,NA,NA
10076,K2055016,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,POLYESTER GELATIN,NA,NA,NA,NA
10077,K2056001,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,-,NA,NA,NA,NA
10078,K2056002,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,-,NA,NA,NA,NA
10079,K2056003,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,-,NA,NA,NA,NA
10080,K2056004,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,-,NA,NA,NA,NA
10081,K2056005,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,-,NA,NA,NA,NA
10082,K2056008,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,POLYESTER등,NA,NA,NA,NA
10083,K2056011,RETINA XOE FILM,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,RETINA XOE FILM,POLYESTER + EMULSION,NA,NA,NA,NA
10084,K2056012,CRYSTAL FILM,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,CRYSTAL FILM,-,NA,NA,NA,NA
10085,K2056016,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,POLYESTER GELATIN,NA,NA,NA,NA
10086,K2056018,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,-,NA,NA,NA,NA
10087,K2056020,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,POLYESTER+BASE,NA,NA,NA,NA
10088,K2058001,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,-,NA,NA,NA,NA
10089,K2058002,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,-,NA,NA,NA,NA
10090,K2058003,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,-,NA,NA,NA,NA
10091,K2058004,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,-,NA,NA,NA,NA
10092,K2058005,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,-,NA,NA,NA,NA
10093,K2058008,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,POLYESTER등,NA,NA,NA,NA
10094,K2058011,RETINA XOE FILM,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,RETINA XOE FILM,POLYESTER + EMULSION,NA,NA,NA,NA
10095,K2058012,CRYSTAL FILM,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,CRYSTAL FILM,-,NA,NA,NA,NA
10096,K2058016,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,POLYESTER GELATIN,NA,NA,NA,NA
10097,K2058020,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,POLYESTER+BASE,NA,NA,NA,NA
10098,K2059001,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,-,NA,NA,NA,NA
10099,K2059002,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,-,NA,NA,NA,NA
10100,K2059003,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,-,NA,NA,NA,NA
10101,K2059004,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,-,NA,NA,NA,NA
10102,K2059005,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,-,NA,NA,NA,NA
10103,K2059008,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,POLYESTER등,NA,NA,NA,NA
10104,K2059011,RETINA XOE FILM,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,RETINA XOE FILM,POLYESTER + EMULSION,NA,NA,NA,NA
10105,K2059012,CRYSTAL FILM,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,CRYSTAL FILM,-,NA,NA,NA,NA
10106,K2059016,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,POLYESTER GELATIN,NA,NA,NA,NA
10107,K2059018,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,-,NA,NA,NA,NA
10108,K2059020,radioactive rays film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,방사선필름,POLYESTER+BASE,NA,NA,NA,NA
10109,K2061001,Panorama film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,파노라마 필름,-,NA,NA,NA,NA
10110,K2061002,Panorama film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,파노라마 필름,-,NA,NA,NA,NA
10111,K2061003,Panorama film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,파노라마 필름,-,NA,NA,NA,NA
10112,K2061004,Panorama film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,파노라마 필름,-,NA,NA,NA,NA
10113,K2061005,Panorama film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,파노라마 필름,-,NA,NA,NA,NA
10114,K2061007,Panorama film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,파노라마필름,GELATIN MATRIX등,NA,NA,NA,NA
10115,K2061101,Panorama film (CSH),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,파노라마 필름(CSH),POLYESTER 등,NA,NA,NA,NA
10116,K2062001,Standard film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,표준필름,-,NA,NA,NA,NA
10117,K2062005,Standard film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,표준필름,-,NA,NA,NA,NA
10118,K2062007,Standard film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,표준필름,GELATIN MATRIX등,NA,NA,NA,NA
10119,K2062019,DENTIX D,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,DENTIX D,HALOGENIDES OF SILVER 등,NA,NA,NA,NA
10120,K2062119,DENTIX X-STREAM,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,DENTIX X-STREAM,HALOGENIDES OF SILVER 등,NA,NA,NA,NA
10121,K2062201,Standard film (CSH),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,표준필름(CSH),POLYESTER 등,NA,NA,NA,NA
10122,K2062219,ERGONOMX,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ERGONOMX,POLYESTER,NA,NA,NA,NA
10123,K2063001,Childhood film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,소아용 필름,-,NA,NA,NA,NA
10124,K2063007,Childhood film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,소아용 필름,GELATIN MATRIX등,NA,NA,NA,NA
10125,K2063010,Childhood film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,소아용 필름,POLYESTER 등,NA,NA,NA,NA
10126,K2063019,DENTIX Childhood film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,DENTIX 소아용 필름,HALOGENIDES OF SILVER 등,NA,NA,NA,NA
10127,K2063101,Childhood film (CSH),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,소아용 필름(CSH),POLYESTER 등,NA,NA,NA,NA
10128,K2064001,Occlusal film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,교합용 필름,-,NA,NA,NA,NA
10129,K2064101,Occlusal film (CSH),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,교합용 필름(CSH),POLYESTER 등,NA,NA,NA,NA
10130,K2065001,TMG film (TMG-1),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,TMJ 필름 (TMG-1),POLYESTER+EMULSION,NA,NA,NA,NA
10131,K2071006,Polaroid Film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,폴라로이드 필름,-,NA,NA,NA,NA
10132,K2072006,Polaroid Film,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,폴라로이드 필름,-,NA,NA,NA,NA
